HEA	Pt	Ru	Pd	Rh	Au	Onset
56	17.2	52.8	3.1	25.2	1.7	0.475009
56	18.5	49.2	3.4	26.4	2.6	0.475009
56	23.8	49.1	2.4	22.8	2.0	0.47698900000000005
56	18.1	51.8	4.0	25.6	0.5	0.47698900000000005
56	17.2	52.8	3.1	25.2	1.7	0.47698900000000005
56	18.5	49.2	3.4	26.4	2.6	0.47698900000000005
56	23.8	49.1	2.4	22.8	2.0	0.482975
56	18.1	51.8	4.0	25.6	0.5	0.482975
56	17.2	52.8	3.1	25.2	1.7	0.482975
56	18.5	49.2	3.4	26.4	2.6	0.482975
57	23.3	61.0	4.3	0.0	11.4	0.45702
57	14.4	75.3	7.0	0.0	3.3	0.45702
57	16.2	72.9	7.9	0.0	3.1	0.45702
57	19.4	68.2	5.0	0.0	7.3	0.45702
57	23.3	61.0	4.3	0.0	11.4	0.462976
57	14.4	75.3	7.0	0.0	3.3	0.462976
57	16.2	72.9	7.9	0.0	3.1	0.462976
57	19.4	68.2	5.0	0.0	7.3	0.462976
57	23.3	61.0	4.3	0.0	11.4	0.466908
57	14.4	75.3	7.0	0.0	3.3	0.466908
57	16.2	72.9	7.9	0.0	3.1	0.466908
57	19.4	68.2	5.0	0.0	7.3	0.466908
58	2.2	59.6	30.0	0.0	8.2	0.452982
58	2.0	65.0	25.0	0.0	8.0	0.452982
58	2.2	64.7	26.3	0.0	6.8	0.452982
58	2.0	63.6	26.7	0.0	7.7	0.452982
58	2.2	59.6	30.0	0.0	8.2	0.480016
58	2.0	65.0	25.0	0.0	8.0	0.480016
58	2.2	64.7	26.3	0.0	6.8	0.480016
58	2.0	63.6	26.7	0.0	7.7	0.480016
58	2.2	59.6	30.0	0.0	8.2	0.47697799999999996
58	2.0	65.0	25.0	0.0	8.0	0.47697799999999996
58	2.2	64.7	26.3	0.0	6.8	0.47697799999999996
58	2.0	63.6	26.7	0.0	7.7	0.47697799999999996
59	7.1	45.5	45.4	0.0	2.1	0.49598000000000003
59	7.8	46.2	44.6	0.0	1.4	0.49598000000000003
59	9.1	43.4	44.7	0.0	2.8	0.49598000000000003
59	7.0	44.6	46.6	0.0	1.8	0.49598000000000003
59	7.1	45.5	45.4	0.0	2.1	0.48493800000000004
59	7.8	46.2	44.6	0.0	1.4	0.48493800000000004
59	9.1	43.4	44.7	0.0	2.8	0.48493800000000004
59	7.0	44.6	46.6	0.0	1.8	0.48493800000000004
59	7.1	45.5	45.4	0.0	2.1	0.48196700000000003
59	7.8	46.2	44.6	0.0	1.4	0.48196700000000003
59	9.1	43.4	44.7	0.0	2.8	0.48196700000000003
59	7.0	44.6	46.6	0.0	1.8	0.48196700000000003
60	0.7	83.2	0.0	14.9	1.2	0.457991
60	1.1	81.6	0.3	15.6	1.3	0.457991
60	0.4	81.9	0.2	15.9	1.5	0.457991
60	0.9	81.6	0.5	15.5	1.6	0.457991
60	0.7	83.2	0.0	14.9	1.2	0.463995
60	1.1	81.6	0.3	15.6	1.3	0.463995
60	0.4	81.9	0.2	15.9	1.5	0.463995
60	0.9	81.6	0.5	15.5	1.6	0.463995
60	0.7	83.2	0.0	14.9	1.2	0.45805100000000004
60	1.1	81.6	0.3	15.6	1.3	0.45805100000000004
60	0.4	81.9	0.2	15.9	1.5	0.45805100000000004
60	0.9	81.6	0.5	15.5	1.6	0.45805100000000004
61	4.6	69.7	10.7	13.5	1.5	0.482951
61	4.5	70.4	9.7	14.5	0.9	0.482951
61	3.3	72.4	9.1	14.1	1.1	0.482951
61	4.6	68.1	9.8	15.9	1.6	0.482951
61	4.6	69.7	10.7	13.5	1.5	0.471992
61	4.5	70.4	9.7	14.5	0.9	0.471992
61	3.3	72.4	9.1	14.1	1.1	0.471992
61	4.6	68.1	9.8	15.9	1.6	0.471992
61	4.6	69.7	10.7	13.5	1.5	0.478968
61	4.5	70.4	9.7	14.5	0.9	0.478968
61	3.3	72.4	9.1	14.1	1.1	0.478968
61	4.6	68.1	9.8	15.9	1.6	0.478968
62	1.7	71.9	4.3	0.0	22.1	0.494962
62	1.1	80.5	2.3	0.0	16.2	0.494962
62	2.2	65.6	2.0	0.0	30.3	0.494962
62	1.0	73.8	3.0	0.1	22.1	0.494962
62	1.7	71.9	4.3	0.0	22.1	0.49496899999999994
62	1.1	80.5	2.3	0.0	16.2	0.49496899999999994
62	2.2	65.6	2.0	0.0	30.3	0.49496899999999994
62	1.0	73.8	3.0	0.1	22.1	0.49496899999999994
62	1.7	71.9	4.3	0.0	22.1	0.487917
62	1.1	80.5	2.3	0.0	16.2	0.487917
62	2.2	65.6	2.0	0.0	30.3	0.487917
62	1.0	73.8	3.0	0.1	22.1	0.487917
63	1.7	87.9	8.7	0.0	1.7	0.469933
63	1.4	88.7	8.1	0.0	1.9	0.469933
63	2.3	83.4	12.8	0.0	1.6	0.469933
63	2.2	88.0	7.6	0.0	2.2	0.469933
63	1.7	87.9	8.7	0.0	1.7	0.47397100000000003
63	1.4	88.7	8.1	0.0	1.9	0.47397100000000003
63	2.3	83.4	12.8	0.0	1.6	0.47397100000000003
63	2.2	88.0	7.6	0.0	2.2	0.47397100000000003
63	1.7	87.9	8.7	0.0	1.7	0.47096800000000005
63	1.4	88.7	8.1	0.0	1.9	0.47096800000000005
63	2.3	83.4	12.8	0.0	1.6	0.47096800000000005
63	2.2	88.0	7.6	0.0	2.2	0.47096800000000005
64	2.3	87.9	0.6	0.0	9.2	0.48492799999999997
64	2.9	84.1	1.4	0.0	11.6	0.48492799999999997
64	2.1	86.1	2.9	0.0	9.0	0.48492799999999997
64	2.0	89.0	0.8	0.0	8.2	0.48492799999999997
64	2.3	87.9	0.6	0.0	9.2	0.49996999999999997
64	2.9	84.1	1.4	0.0	11.6	0.49996999999999997
64	2.1	86.1	2.9	0.0	9.0	0.49996999999999997
64	2.0	89.0	0.8	0.0	8.2	0.49996999999999997
64	2.3	87.9	0.6	0.0	9.2	0.49595100000000003
64	2.9	84.1	1.4	0.0	11.6	0.49595100000000003
64	2.1	86.1	2.9	0.0	9.0	0.49595100000000003
64	2.0	89.0	0.8	0.0	8.2	0.49595100000000003
65	20.9	57.7	7.6	5.8	8.0	0.477995
65	23.2	58.9	4.8	5.3	7.7	0.477995
65	19.9	56.2	7.0	7.0	9.8	0.477995
65	21.0	56.5	6.0	7.5	9.1	0.477995
65	20.9	57.7	7.6	5.8	8.0	0.474975
65	23.2	58.9	4.8	5.3	7.7	0.474975
65	19.9	56.2	7.0	7.0	9.8	0.474975
65	21.0	56.5	6.0	7.5	9.1	0.474975
65	20.9	57.7	7.6	5.8	8.0	0.47298100000000004
65	23.2	58.9	4.8	5.3	7.7	0.47298100000000004
65	19.9	56.2	7.0	7.0	9.8	0.47298100000000004
65	21.0	56.5	6.0	7.5	9.1	0.47298100000000004
66	19.7	58.2	9.4	0.0	12.7	0.47098999999999996
66	19.5	61.9	9.0	0.0	9.5	0.47098999999999996
66	20.6	63.6	8.7	0.7	6.4	0.47098999999999996
66	18.7	65.2	9.2	0.0	6.9	0.47098999999999996
66	19.7	58.2	9.4	0.0	12.7	0.464966
66	19.5	61.9	9.0	0.0	9.5	0.464966
66	20.6	63.6	8.7	0.7	6.4	0.464966
66	18.7	65.2	9.2	0.0	6.9	0.464966
66	19.7	58.2	9.4	0.0	12.7	0.46397200000000005
66	19.5	61.9	9.0	0.0	9.5	0.46397200000000005
66	20.6	63.6	8.7	0.7	6.4	0.46397200000000005
66	18.7	65.2	9.2	0.0	6.9	0.46397200000000005
67	9.9	79.5	1.2	7.1	2.5	0.466926
67	11.1	78.1	2.1	6.8	1.9	0.466926
67	9.9	78.5	2.4	7.2	2.1	0.466926
67	9.6	77.7	2.6	7.9	2.2	0.466926
67	9.9	79.5	1.2	7.1	2.5	0.46792700000000004
67	11.1	78.1	2.1	6.8	1.9	0.46792700000000004
67	9.9	78.5	2.4	7.2	2.1	0.46792700000000004
67	9.6	77.7	2.6	7.9	2.2	0.46792700000000004
67	9.9	79.5	1.2	7.1	2.5	0.467954
67	11.1	78.1	2.1	6.8	1.9	0.467954
67	9.9	78.5	2.4	7.2	2.1	0.467954
67	9.6	77.7	2.6	7.9	2.2	0.467954
70	20.7	1.0	29.7	35.1	13.5	0.585919
70	21.6	0.5	26.6	36.1	15.2	0.585919
70	18.9	1.4	27.9	40.3	11.6	0.585919
70	20.4	1.8	29.7	34.6	13.4	0.585919
70	20.7	1.0	29.7	35.1	13.5	0.581932
70	21.6	0.5	26.6	36.1	15.2	0.581932
70	18.9	1.4	27.9	40.3	11.6	0.581932
70	20.4	1.8	29.7	34.6	13.4	0.581932
70	20.7	1.0	29.7	35.1	13.5	0.583942
70	21.6	0.5	26.6	36.1	15.2	0.583942
70	18.9	1.4	27.9	40.3	11.6	0.583942
70	20.4	1.8	29.7	34.6	13.4	0.583942
71	21.9	11.5	25.0	38.4	3.3	0.513953
71	20.7	11.6	23.8	41.6	2.3	0.513953
71	25.6	9.6	23.4	37.4	4.0	0.513953
71	25.5	10.4	23.1	36.9	4.1	0.513953
71	21.9	11.5	25.0	38.4	3.3	0.5149699999999999
71	20.7	11.6	23.8	41.6	2.3	0.5149699999999999
71	25.6	9.6	23.4	37.4	4.0	0.5149699999999999
71	25.5	10.4	23.1	36.9	4.1	0.5149699999999999
71	21.9	11.5	25.0	38.4	3.3	0.515005
71	20.7	11.6	23.8	41.6	2.3	0.515005
71	25.6	9.6	23.4	37.4	4.0	0.515005
71	25.5	10.4	23.1	36.9	4.1	0.515005
72	15.5	5.3	30.0	27.7	21.5	0.56598
72	18.6	3.4	26.4	26.8	24.8	0.56598
72	16.8	2.7	26.2	26.0	28.2	0.56598
72	15.0	3.8	28.7	25.2	27.4	0.56598
72	15.5	5.3	30.0	27.7	21.5	0.547901
72	18.6	3.4	26.4	26.8	24.8	0.547901
72	16.8	2.7	26.2	26.0	28.2	0.547901
72	15.0	3.8	28.7	25.2	27.4	0.547901
72	15.5	5.3	30.0	27.7	21.5	0.548922
72	18.6	3.4	26.4	26.8	24.8	0.548922
72	16.8	2.7	26.2	26.0	28.2	0.548922
72	15.0	3.8	28.7	25.2	27.4	0.548922
73	0.2	35.6	35.4	0.3	28.5	0.484944
73	1.0	33.7	33.7	0.0	31.5	0.484944
73	0.0	33.4	33.7	0.0	32.9	0.484944
73	0.0	30.6	33.3	0.0	36.1	0.484944
73	0.2	35.6	35.4	0.3	28.5	0.481975
73	1.0	33.7	33.7	0.0	31.5	0.481975
73	0.0	33.4	33.7	0.0	32.9	0.481975
73	0.0	30.6	33.3	0.0	36.1	0.481975
73	0.2	35.6	35.4	0.3	28.5	0.48393400000000003
73	1.0	33.7	33.7	0.0	31.5	0.48393400000000003
73	0.0	33.4	33.7	0.0	32.9	0.48393400000000003
73	0.0	30.6	33.3	0.0	36.1	0.48393400000000003
74	16.5	55.2	6.5	12.5	9.3	0.469937
74	14.3	59.3	5.6	14.9	5.9	0.469937
74	15.1	57.2	7.7	14.5	5.5	0.469937
74	14.7	59.5	5.0	15.1	5.7	0.469937
74	16.5	55.2	6.5	12.5	9.3	0.47596099999999997
74	14.3	59.3	5.6	14.9	5.9	0.47596099999999997
74	15.1	57.2	7.7	14.5	5.5	0.47596099999999997
74	14.7	59.5	5.0	15.1	5.7	0.47596099999999997
74	16.5	55.2	6.5	12.5	9.3	0.47098999999999996
74	14.3	59.3	5.6	14.9	5.9	0.47098999999999996
74	15.1	57.2	7.7	14.5	5.5	0.47098999999999996
74	14.7	59.5	5.0	15.1	5.7	0.47098999999999996
